#prot   lig bin   score
  C.3    Cl 1.70   2.1917
  C.3    Cl 1.80   2.1917
  C.3    Cl 1.90   2.1917
  C.3    Cl 2.00   1.7300
  C.3    Cl 2.10   1.4521
  C.3    Cl 2.20   1.7699
  C.3    Cl 2.30   2.4008
  C.3    Cl 2.40   0.0000
  C.3    Cl 2.50   0.0000
  C.3    Cl 2.60   0.0000
  C.3    Cl 2.70   3.3559
  C.3    Cl 2.80   2.8183
  C.3    Cl 2.90   2.5002
  C.3    Cl 3.00   2.5039
  C.3    Cl 3.10   1.8680
  C.3    Cl 3.20   1.0049
  C.3    Cl 3.30   0.3998
  C.3    Cl 3.40  -0.0253
  C.3    Cl 3.50  -0.2679
  C.3    Cl 3.60  -0.3898
  C.3    Cl 3.70  -0.3752
  C.3    Cl 3.80  -0.2952
  C.3    Cl 3.90  -0.1635
  C.3    Cl 4.00  -0.0603
  C.3    Cl 4.10  -0.0096
  C.3    Cl 4.20  -0.0503
  C.3    Cl 4.30  -0.1551
  C.3    Cl 4.40  -0.2328
  C.3    Cl 4.50  -0.2714
  C.3    Cl 4.60  -0.2337
  C.3    Cl 4.70  -0.2062
  C.3    Cl 4.80  -0.1657
  C.3    Cl 4.90  -0.1642
  C.3    Cl 5.00  -0.1246
  C.3    Cl 5.10  -0.0923
  C.3    Cl 5.20  -0.0305
  C.3    Cl 5.30  -0.0127
  C.3    Cl 5.40   0.0032
  C.3    Cl 5.50   0.0161
  C.3    Cl 5.60   0.0485
  C.3    Cl 5.70   0.1327
  C.3    Cl 5.80   0.2167
  C.3    Cl 5.90   0.3295
  C.3     F 1.00   2.7269
  C.3     F 1.10   2.7269
  C.3     F 1.20   2.7269
  C.3     F 1.30   2.7269
  C.3     F 1.40   2.7269
  C.3     F 1.50   2.7269
  C.3     F 1.60   2.7269
  C.3     F 1.70   2.7269
  C.3     F 1.80   2.7269
  C.3     F 1.90   2.7269
  C.3     F 2.00   2.7269
  C.3     F 2.10   2.7269
  C.3     F 2.20   2.7269
  C.3     F 2.30   2.7269
  C.3     F 2.40   2.7269
  C.3     F 2.50   2.3514
  C.3     F 2.60   2.1689
  C.3     F 2.70   1.7589
  C.3     F 2.80   1.1460
  C.3     F 2.90   0.4941
  C.3     F 3.00   0.0294
  C.3     F 3.10  -0.2707
  C.3     F 3.20  -0.4132
  C.3     F 3.30  -0.4413
  C.3     F 3.40  -0.4049
  C.3     F 3.50  -0.3016
  C.3     F 3.60  -0.1813
  C.3     F 3.70  -0.0769
  C.3     F 3.80  -0.0269
  C.3     F 3.90  -0.0340
  C.3     F 4.00  -0.0225
  C.3     F 4.10  -0.0217
  C.3     F 4.20  -0.0150
  C.3     F 4.30  -0.0636
  C.3     F 4.40  -0.0982
  C.3     F 4.50  -0.0906
  C.3     F 4.60  -0.0342
  C.3     F 4.70   0.0271
  C.3     F 4.80   0.0414
  C.3     F 4.90   0.0346
  C.3     F 5.00  -0.0043
  C.3     F 5.10  -0.0170
  C.3     F 5.20  -0.0452
  C.3     F 5.30  -0.0482
  C.3     F 5.40  -0.0573
  C.3     F 5.50  -0.0099
  C.3     F 5.60   0.0496
  C.3     F 5.70   0.1413
  C.3     F 5.80   0.1673
  C.3     F 5.90   0.2083
  C.3     I 1.00   1.8939
  C.3     I 1.10   1.8939
  C.3     I 1.20   1.8939
  C.3     I 1.30   1.8939
  C.3     I 1.40   1.8939
  C.3     I 1.50   1.8939
  C.3     I 1.60   1.8939
  C.3     I 1.70   1.8939
  C.3     I 1.80   1.8939
  C.3     I 1.90   1.8939
  C.3     I 2.00   1.8939
  C.3     I 2.10   1.8939
  C.3     I 2.20   1.8939
  C.3     I 2.30   1.8939
  C.3     I 2.40   1.8939
  C.3     I 2.50   1.8939
  C.3     I 2.60   1.8939
  C.3     I 2.70   1.8939
  C.3     I 2.80   1.8939
  C.3     I 2.90   1.8939
  C.3     I 3.00   1.8939
  C.3     I 3.10   1.8939
  C.3     I 3.20   0.9972
  C.3     I 3.30   0.5145
  C.3     I 3.40   0.4963
  C.3     I 3.50   0.4633
  C.3     I 3.60   0.4572
  C.3     I 3.70   0.2896
  C.3     I 3.80   0.0838
  C.3     I 3.90  -0.2040
  C.3     I 4.00  -0.4537
  C.3     I 4.10  -0.5770
  C.3     I 4.20  -0.5323
  C.3     I 4.30  -0.4668
  C.3     I 4.40  -0.4916
  C.3     I 4.50  -0.5689
  C.3     I 4.60  -0.5628
  C.3     I 4.70  -0.3860
  C.3     I 4.80  -0.1978
  C.3     I 4.90  -0.0479
  C.3     I 5.00  -0.0269
  C.3     I 5.10   0.0286
  C.3     I 5.20   0.1242
  C.3     I 5.30   0.1930
  C.3     I 5.40   0.2400
  C.3     I 5.50   0.2718
  C.3     I 5.60   0.2615
  C.3     I 5.70   0.1945
  C.3     I 5.80   0.1190
  C.3     I 5.90   0.0954
  C.3   Met 1.00   0.0000
  C.3   Met 1.10   0.0000
  C.3   Met 1.20   0.0000
  C.3   Met 1.30   0.0000
  C.3   Met 1.40   0.0000
  C.3   Met 1.50   0.0000
  C.3   Met 1.60   0.0000
  C.3   Met 1.70   0.0000
  C.3   Met 1.80   0.0000
  C.3   Met 1.90   0.0000
  C.3   Met 2.00   0.0000
  C.3   Met 2.10   0.0000
  C.3   Met 2.20   0.0000
  C.3   Met 2.30   0.0000
  C.3   Met 2.40   0.0000
  C.3   Met 2.50   0.0000
  C.3   Met 2.60   0.0000
  C.3   Met 2.70   0.0000
  C.3   Met 2.80   0.0000
  C.3   Met 2.90   0.0000
  C.3   Met 3.00   0.0000
  C.3   Met 3.10   0.0000
  C.3   Met 3.20   0.0000
  C.3   Met 3.30   0.0000
  C.3   Met 3.40   0.0000
  C.3   Met 3.50   0.0000
  C.3   Met 3.60   0.0000
  C.3   Met 3.70   0.0000
  C.3   Met 3.80   0.0000
  C.3   Met 3.90   0.0000
  C.3   Met 4.00   0.0000
  C.3   Met 4.10   0.0000
  C.3   Met 4.20   0.0000
  C.3   Met 4.30   0.0000
  C.3   Met 4.40   0.0000
  C.3   Met 4.50   0.0000
  C.3   Met 4.60   0.0000
  C.3   Met 4.70   0.0000
  C.3   Met 4.80   0.0000
  C.3   Met 4.90   0.0000
  C.3   Met 5.00   0.0000
  C.3   Met 5.10   0.0000
  C.3   Met 5.20   0.0000
  C.3   Met 5.30   0.0000
  C.3   Met 5.40   0.0000
  C.3   Met 5.50   0.0000
  C.3   Met 5.60   0.0000
  C.3   Met 5.70   0.0000
  C.3   Met 5.80   0.0000
  C.3   Met 5.90   0.0000
  C.3   N.3 1.00   4.5585
  C.3   N.3 1.10   4.5585
  C.3   N.3 1.20   4.5585
  C.3   N.3 1.30   4.5585
  C.3   N.3 1.40   4.5585
  C.3   N.3 1.50   4.5585
  C.3   N.3 1.60   4.5585
  C.3   N.3 1.70   4.5585
  C.3   N.3 1.80   4.5585
  C.3   N.3 1.90   4.5585
  C.3   N.3 2.00   4.5585
  C.3   N.3 2.10   4.5585
  C.3   N.3 2.20   4.5585
  C.3   N.3 2.30   4.5585
  C.3   N.3 2.40   4.5585
  C.3   N.3 2.50   4.5585
  C.3   N.3 2.60   4.5585
  C.3   N.3 2.70   4.5585
  C.3   N.3 2.80   3.6374
  C.3   N.3 2.90   2.9114
  C.3   N.3 3.00   2.7628
  C.3   N.3 3.10   2.2950
  C.3   N.3 3.20   2.1003
  C.3   N.3 3.30   1.7776
  C.3   N.3 3.40   1.6049
  C.3   N.3 3.50   1.3146
  C.3   N.3 3.60   1.0594
  C.3   N.3 3.70   0.8663
  C.3   N.3 3.80   0.7170
  C.3   N.3 3.90   0.5971
  C.3   N.3 4.00   0.4923
  C.3   N.3 4.10   0.4059
  C.3   N.3 4.20   0.3001
  C.3   N.3 4.30   0.1570
  C.3   N.3 4.40   0.0120
  C.3   N.3 4.50  -0.0811
  C.3   N.3 4.60  -0.1820
  C.3   N.3 4.70  -0.2730
  C.3   N.3 4.80  -0.4076
  C.3   N.3 4.90  -0.4977
  C.3   N.3 5.00  -0.5755
  C.3   N.3 5.10  -0.5770
  C.3   N.3 5.20  -0.5619
  C.3   N.3 5.30  -0.5200
  C.3   N.3 5.40  -0.4978
  C.3   N.3 5.50  -0.4652
  C.3   N.3 5.60  -0.4169
  C.3   N.3 5.70  -0.3442
  C.3   N.3 5.80  -0.2842
  C.3   N.3 5.90  -0.2363
  C.3  N.am 1.00   5.5379
  C.3  N.am 1.10   5.5379
  C.3  N.am 1.20   5.5379
  C.3  N.am 1.30   5.5379
  C.3  N.am 1.40   5.5379
  C.3  N.am 1.50   5.5379
  C.3  N.am 1.60   5.5379
  C.3  N.am 1.70   5.5379
  C.3  N.am 1.80   5.5379
  C.3  N.am 1.90   5.5379
  C.3  N.am 2.00   5.5379
  C.3  N.am 2.10   5.5379
  C.3  N.am 2.20   5.5379
  C.3  N.am 2.30   5.5379
  C.3  N.am 2.40   5.5379
  C.3  N.am 2.50   5.5379
  C.3  N.am 2.60   5.5379
  C.3  N.am 2.70   4.4721
  C.3  N.am 2.80   3.7448
  C.3  N.am 2.90   3.2395
  C.3  N.am 3.00   2.7725
  C.3  N.am 3.10   2.3786
  C.3  N.am 3.20   1.9068
  C.3  N.am 3.30   1.5204
  C.3  N.am 3.40   1.1874
  C.3  N.am 3.50   0.9693
  C.3  N.am 3.60   0.7913
  C.3  N.am 3.70   0.6624
  C.3  N.am 3.80   0.5222
  C.3  N.am 3.90   0.3874
  C.3  N.am 4.00   0.2486
  C.3  N.am 4.10   0.1208
  C.3  N.am 4.20   0.0057
  C.3  N.am 4.30  -0.1052
  C.3  N.am 4.40  -0.1621
  C.3  N.am 4.50  -0.1817
  C.3  N.am 4.60  -0.1721
  C.3  N.am 4.70  -0.2020
  C.3  N.am 4.80  -0.2648
  C.3  N.am 4.90  -0.3213
  C.3  N.am 5.00  -0.3771
  C.3  N.am 5.10  -0.3865
  C.3  N.am 5.20  -0.4009
  C.3  N.am 5.30  -0.3711
  C.3  N.am 5.40  -0.3705
  C.3  N.am 5.50  -0.3755
  C.3  N.am 5.60  -0.4106
  C.3  N.am 5.70  -0.3994
  C.3  N.am 5.80  -0.3748
  C.3  N.am 5.90  -0.3098
  C.3  N.ar 1.00   4.5122
  C.3  N.ar 1.10   4.5122
  C.3  N.ar 1.20   4.5122
  C.3  N.ar 1.30   4.5122
  C.3  N.ar 1.40   4.5122
  C.3  N.ar 1.50   4.5122
  C.3  N.ar 1.60   4.5122
  C.3  N.ar 1.70   4.5122
  C.3  N.ar 1.80   4.5122
  C.3  N.ar 1.90   4.5122
  C.3  N.ar 2.00   4.5122
  C.3  N.ar 2.10   4.5122
  C.3  N.ar 2.20   4.5122
  C.3  N.ar 2.30   4.5122
  C.3  N.ar 2.40   4.5122
  C.3  N.ar 2.50   4.5122
  C.3  N.ar 2.60   4.5122
  C.3  N.ar 2.70   4.1051
  C.3  N.ar 2.80   3.6002
  C.3  N.ar 2.90   3.3596
  C.3  N.ar 3.00   2.6149
  C.3  N.ar 3.10   1.6619
  C.3  N.ar 3.20   0.9055
  C.3  N.ar 3.30   0.3869
  C.3  N.ar 3.40   0.0416
  C.3  N.ar 3.50  -0.1694
  C.3  N.ar 3.60  -0.2617
  C.3  N.ar 3.70  -0.2667
  C.3  N.ar 3.80  -0.2224
  C.3  N.ar 3.90  -0.1731
  C.3  N.ar 4.00  -0.0942
  C.3  N.ar 4.10  -0.0262
  C.3  N.ar 4.20   0.0339
  C.3  N.ar 4.30  -0.0013
  C.3  N.ar 4.40  -0.0445
  C.3  N.ar 4.50  -0.0903
  C.3  N.ar 4.60  -0.1001
  C.3  N.ar 4.70  -0.1113
  C.3  N.ar 4.80  -0.1121
  C.3  N.ar 4.90  -0.1137
  C.3  N.ar 5.00  -0.1178
  C.3  N.ar 5.10  -0.1326
  C.3  N.ar 5.20  -0.1244
  C.3  N.ar 5.30  -0.1029
  C.3  N.ar 5.40  -0.0961
  C.3  N.ar 5.50  -0.1107
  C.3  N.ar 5.60  -0.1305
  C.3  N.ar 5.70  -0.1030
  C.3  N.ar 5.80  -0.0744
  C.3  N.ar 5.90  -0.0285
  C.3 N.pl3 1.00   4.3879
  C.3 N.pl3 1.10   4.3879
  C.3 N.pl3 1.20   4.3879
  C.3 N.pl3 1.30   4.3879
  C.3 N.pl3 1.40   4.3879
  C.3 N.pl3 1.50   4.3879
  C.3 N.pl3 1.60   4.3879
  C.3 N.pl3 1.70   4.3879
  C.3 N.pl3 1.80   4.3879
  C.3 N.pl3 1.90   4.3879
  C.3 N.pl3 2.00   4.3879
  C.3 N.pl3 2.10   4.3879
  C.3 N.pl3 2.20   4.3879
  C.3 N.pl3 2.30   4.3879
  C.3 N.pl3 2.40   3.7366
  C.3 N.pl3 2.50   3.3974
  C.3 N.pl3 2.60   3.4351
  C.3 N.pl3 2.70   3.0414
  C.3 N.pl3 2.80   2.5764
  C.3 N.pl3 2.90   2.0850
  C.3 N.pl3 3.00   1.5725
  C.3 N.pl3 3.10   1.1261
  C.3 N.pl3 3.20   0.7567
  C.3 N.pl3 3.30   0.5157
  C.3 N.pl3 3.40   0.3449
  C.3 N.pl3 3.50   0.2135
  C.3 N.pl3 3.60   0.1182
  C.3 N.pl3 3.70   0.0636
  C.3 N.pl3 3.80   0.0448
  C.3 N.pl3 3.90   0.0227
  C.3 N.pl3 4.00  -0.0028
  C.3 N.pl3 4.10  -0.0402
  C.3 N.pl3 4.20  -0.0718
  C.3 N.pl3 4.30  -0.1124
  C.3 N.pl3 4.40  -0.1354
  C.3 N.pl3 4.50  -0.1393
  C.3 N.pl3 4.60  -0.1320
  C.3 N.pl3 4.70  -0.1546
  C.3 N.pl3 4.80  -0.1970
  C.3 N.pl3 4.90  -0.2531
  C.3 N.pl3 5.00  -0.2813
  C.3 N.pl3 5.10  -0.2689
  C.3 N.pl3 5.20  -0.2345
  C.3 N.pl3 5.30  -0.1979
  C.3 N.pl3 5.40  -0.1933
  C.3 N.pl3 5.50  -0.1872
  C.3 N.pl3 5.60  -0.1781
  C.3 N.pl3 5.70  -0.1316
  C.3 N.pl3 5.80  -0.0826
  C.3 N.pl3 5.90  -0.0220
  C.3   O.2 1.00   5.0593
  C.3   O.2 1.10   5.0593
  C.3   O.2 1.20   5.0593
  C.3   O.2 1.30   5.0593
  C.3   O.2 1.40   5.0593
  C.3   O.2 1.50   5.0593
  C.3   O.2 1.60   5.0593
  C.3   O.2 1.70   5.0593
  C.3   O.2 1.80   5.0593
  C.3   O.2 1.90   5.0593
  C.3   O.2 2.00   5.0593
  C.3   O.2 2.10   5.0593
  C.3   O.2 2.20   5.0593
  C.3   O.2 2.30   3.9250
  C.3   O.2 2.40   3.0376
  C.3   O.2 2.50   2.7299
  C.3   O.2 2.60   2.3317
  C.3   O.2 2.70   1.7903
  C.3   O.2 2.80   1.1739
  C.3   O.2 2.90   0.4978
  C.3   O.2 3.00  -0.0388
  C.3   O.2 3.10  -0.3973
  C.3   O.2 3.20  -0.5389
  C.3   O.2 3.30  -0.5585
  C.3   O.2 3.40  -0.4983
  C.3   O.2 3.50  -0.4368
  C.3   O.2 3.60  -0.3815
  C.3   O.2 3.70  -0.3405
  C.3   O.2 3.80  -0.2952
  C.3   O.2 3.90  -0.2440
  C.3   O.2 4.00  -0.1695
  C.3   O.2 4.10  -0.0860
  C.3   O.2 4.20   0.0082
  C.3   O.2 4.30   0.0575
  C.3   O.2 4.40   0.1117
  C.3   O.2 4.50   0.1695
  C.3   O.2 4.60   0.2469
  C.3   O.2 4.70   0.2857
  C.3   O.2 4.80   0.2738
  C.3   O.2 4.90   0.2484
  C.3   O.2 5.00   0.2070
  C.3   O.2 5.10   0.1811
  C.3   O.2 5.20   0.1418
  C.3   O.2 5.30   0.1172
  C.3   O.2 5.40   0.0799
  C.3   O.2 5.50   0.0450
  C.3   O.2 5.60   0.0063
  C.3   O.2 5.70  -0.0032
  C.3   O.2 5.80   0.0045
  C.3   O.2 5.90   0.0401
  C.3   O.3 1.00   5.3076
  C.3   O.3 1.10   5.3076
  C.3   O.3 1.20   5.3076
  C.3   O.3 1.30   5.3076
  C.3   O.3 1.40   5.3076
  C.3   O.3 1.50   5.3076
  C.3   O.3 1.60   5.3076
  C.3   O.3 1.70   5.3076
  C.3   O.3 1.80   5.3076
  C.3   O.3 1.90   5.3076
  C.3   O.3 2.00   5.3076
  C.3   O.3 2.10   5.3076
  C.3   O.3 2.20   5.3076
  C.3   O.3 2.30   5.3076
  C.3   O.3 2.40   3.6093
  C.3   O.3 2.50   3.1046
  C.3   O.3 2.60   2.8209
  C.3   O.3 2.70   2.6026
  C.3   O.3 2.80   2.0139
  C.3   O.3 2.90   1.3520
  C.3   O.3 3.00   0.7377
  C.3   O.3 3.10   0.2834
  C.3   O.3 3.20   0.0240
  C.3   O.3 3.30  -0.0979
  C.3   O.3 3.40  -0.1080
  C.3   O.3 3.50  -0.0768
  C.3   O.3 3.60  -0.0201
  C.3   O.3 3.70   0.0256
  C.3   O.3 3.80   0.0593
  C.3   O.3 3.90   0.0870
  C.3   O.3 4.00   0.1299
  C.3   O.3 4.10   0.1754
  C.3   O.3 4.20   0.1920
  C.3   O.3 4.30   0.1400
  C.3   O.3 4.40   0.0638
  C.3   O.3 4.50  -0.0135
  C.3   O.3 4.60  -0.0620
  C.3   O.3 4.70  -0.1051
  C.3   O.3 4.80  -0.1385
  C.3   O.3 4.90  -0.1497
  C.3   O.3 5.00  -0.1481
  C.3   O.3 5.10  -0.1366
  C.3   O.3 5.20  -0.1547
  C.3   O.3 5.30  -0.1731
  C.3   O.3 5.40  -0.2075
  C.3   O.3 5.50  -0.2194
  C.3   O.3 5.60  -0.2375
  C.3   O.3 5.70  -0.2106
  C.3   O.3 5.80  -0.1856
  C.3   O.3 5.90  -0.1257
  C.3 O.co2 1.00   4.9887
  C.3 O.co2 1.10   4.9887
  C.3 O.co2 1.20   4.9887
  C.3 O.co2 1.30   4.9887
  C.3 O.co2 1.40   4.9887
  C.3 O.co2 1.50   4.9887
  C.3 O.co2 1.60   4.9887
  C.3 O.co2 1.70   4.9887
  C.3 O.co2 1.80   4.9887
  C.3 O.co2 1.90   4.9887
  C.3 O.co2 2.00   4.9887
  C.3 O.co2 2.10   4.9887
  C.3 O.co2 2.20   4.9887
  C.3 O.co2 2.30   4.9887
  C.3 O.co2 2.40   3.6828
  C.3 O.co2 2.50   3.0329
  C.3 O.co2 2.60   2.4958
  C.3 O.co2 2.70   1.9055
  C.3 O.co2 2.80   1.3594
  C.3 O.co2 2.90   0.7890
  C.3 O.co2 3.00   0.2542
  C.3 O.co2 3.10  -0.1663
  C.3 O.co2 3.20  -0.4288
  C.3 O.co2 3.30  -0.5394
  C.3 O.co2 3.40  -0.5457
  C.3 O.co2 3.50  -0.4815
  C.3 O.co2 3.60  -0.3934
  C.3 O.co2 3.70  -0.2855
  C.3 O.co2 3.80  -0.1877
  C.3 O.co2 3.90  -0.0934
  C.3 O.co2 4.00  -0.0094
  C.3 O.co2 4.10   0.0662
  C.3 O.co2 4.20   0.1369
  C.3 O.co2 4.30   0.1538
  C.3 O.co2 4.40   0.1614
  C.3 O.co2 4.50   0.1575
  C.3 O.co2 4.60   0.1730
  C.3 O.co2 4.70   0.1707
  C.3 O.co2 4.80   0.1440
  C.3 O.co2 4.90   0.1187
  C.3 O.co2 5.00   0.0866
  C.3 O.co2 5.10   0.0798
  C.3 O.co2 5.20   0.0548
  C.3 O.co2 5.30   0.0347
  C.3 O.co2 5.40  -0.0192
  C.3 O.co2 5.50  -0.0570
  C.3 O.co2 5.60  -0.0944
  C.3 O.co2 5.70  -0.0743
  C.3 O.co2 5.80  -0.0510
  C.3 O.co2 5.90   0.0087
  C.3   P.3 1.00   4.9009
  C.3   P.3 1.10   4.9009
  C.3   P.3 1.20   4.9009
  C.3   P.3 1.30   4.9009
  C.3   P.3 1.40   4.9009
  C.3   P.3 1.50   4.9009
  C.3   P.3 1.60   4.9009
  C.3   P.3 1.70   4.9009
  C.3   P.3 1.80   4.9009
  C.3   P.3 1.90   4.9009
  C.3   P.3 2.00   4.9009
  C.3   P.3 2.10   4.9009
  C.3   P.3 2.20   4.9009
  C.3   P.3 2.30   4.9009
  C.3   P.3 2.40   4.9009
  C.3   P.3 2.50   4.9009
  C.3   P.3 2.60   4.9009
  C.3   P.3 2.70   4.9009
  C.3   P.3 2.80   4.9009
  C.3   P.3 2.90   4.9009
  C.3   P.3 3.00   4.9009
  C.3   P.3 3.10   4.3359
  C.3   P.3 3.20   3.6488
  C.3   P.3 3.30   3.3170
  C.3   P.3 3.40   2.4374
  C.3   P.3 3.50   1.8482
  C.3   P.3 3.60   1.2661
  C.3   P.3 3.70   0.8404
  C.3   P.3 3.80   0.4411
  C.3   P.3 3.90   0.1420
  C.3   P.3 4.00  -0.0960
  C.3   P.3 4.10  -0.2542
  C.3   P.3 4.20  -0.3492
  C.3   P.3 4.30  -0.4347
  C.3   P.3 4.40  -0.5007
  C.3   P.3 4.50  -0.5656
  C.3   P.3 4.60  -0.5794
  C.3   P.3 4.70  -0.5538
  C.3   P.3 4.80  -0.5091
  C.3   P.3 4.90  -0.4485
  C.3   P.3 5.00  -0.3914
  C.3   P.3 5.10  -0.2968
  C.3   P.3 5.20  -0.1873
  C.3   P.3 5.30  -0.0776
  C.3   P.3 5.40  -0.0024
  C.3   P.3 5.50   0.0335
  C.3   P.3 5.60   0.0333
  C.3   P.3 5.70   0.0119
  C.3   P.3 5.80  -0.0121
  C.3   P.3 5.90  -0.0065
  C.3   S.3 1.00   3.9473
  C.3   S.3 1.10   3.9473
  C.3   S.3 1.20   3.9473
  C.3   S.3 1.30   3.9473
  C.3   S.3 1.40   3.9473
  C.3   S.3 1.50   3.9473
  C.3   S.3 1.60   3.9473
  C.3   S.3 1.70   3.9473
  C.3   S.3 1.80   3.9473
  C.3   S.3 1.90   3.9473
  C.3   S.3 2.00   3.9473
  C.3   S.3 2.10   3.9473
  C.3   S.3 2.20   3.9473
  C.3   S.3 2.30   3.9473
  C.3   S.3 2.40   3.9473
  C.3   S.3 2.50   3.9473
  C.3   S.3 2.60   3.9473
  C.3   S.3 2.70   3.9473
  C.3   S.3 2.80   3.9473
  C.3   S.3 2.90   3.9473
  C.3   S.3 3.00   3.9473
  C.3   S.3 3.10   2.5025
  C.3   S.3 3.20   1.7219
  C.3   S.3 3.30   1.1153
  C.3   S.3 3.40   0.6750
  C.3   S.3 3.50   0.2945
  C.3   S.3 3.60   0.0355
  C.3   S.3 3.70  -0.1075
  C.3   S.3 3.80  -0.1629
  C.3   S.3 3.90  -0.1462
  C.3   S.3 4.00  -0.1182
  C.3   S.3 4.10  -0.0918
  C.3   S.3 4.20  -0.1347
  C.3   S.3 4.30  -0.1846
  C.3   S.3 4.40  -0.2286
  C.3   S.3 4.50  -0.2000
  C.3   S.3 4.60  -0.1858
  C.3   S.3 4.70  -0.1563
  C.3   S.3 4.80  -0.1798
  C.3   S.3 4.90  -0.2057
  C.3   S.3 5.00  -0.2593
  C.3   S.3 5.10  -0.2673
  C.3   S.3 5.20  -0.2086
  C.3   S.3 5.30  -0.1191
  C.3   S.3 5.40  -0.0706
  C.3   S.3 5.50  -0.0822
  C.3   S.3 5.60  -0.1272
  C.3   S.3 5.70  -0.1168
  C.3   S.3 5.80  -0.1193
  C.3   S.3 5.90  -0.0672
 C.ar    Br 1.00   2.6087
 C.ar    Br 1.10   2.6087
 C.ar    Br 1.20   2.6087
 C.ar    Br 1.30   2.6087
 C.ar    Br 1.40   2.6087
 C.ar    Br 1.50   2.6087
 C.ar    Br 1.60   2.6087
 C.ar    Br 1.70   2.6087
 C.ar    Br 1.80   2.6087
 C.ar    Br 1.90   2.6087
 C.ar    Br 2.00   2.6087
 C.ar    Br 2.10   2.6087
 C.ar    Br 2.20   2.6087
 C.ar    Br 2.30   2.6087
 C.ar    Br 2.40   2.6087
 C.ar    Br 2.50   2.6087
 C.ar    Br 2.60   2.6087
 C.ar    Br 2.70   2.6087
 C.ar    Br 2.80   2.6087
 C.ar    Br 2.90   2.6087
 C.ar    Br 3.00   2.6087
 C.ar    Br 3.10   2.6087
 C.ar    Br 3.20   2.6087
 C.ar    Br 3.30   0.8952
 C.ar    Br 3.40   0.0039
 C.ar    Br 3.50  -0.3738
 C.ar    Br 3.60  -0.4742
 C.ar    Br 3.70  -0.3292
 C.ar    Br 3.80  -0.2679
 C.ar    Br 3.90  -0.2704
 C.ar    Br 4.00  -0.3899
 C.ar    Br 4.10  -0.3644
 C.ar    Br 4.20  -0.2737
 C.ar    Br 4.30  -0.1095
 C.ar    Br 4.40  -0.0490
 C.ar    Br 4.50  -0.1263
 C.ar    Br 4.60  -0.2377
 C.ar    Br 4.70  -0.2885
 C.ar    Br 4.80  -0.2876
 C.ar    Br 4.90  -0.2808
 C.ar    Br 5.00  -0.2140
 C.ar    Br 5.10  -0.0902
 C.ar    Br 5.20   0.0774
 C.ar    Br 5.30   0.0777
 C.ar    Br 5.40   0.1064
 C.ar    Br 5.50   0.1316
 C.ar    Br 5.60   0.2559
 C.ar    Br 5.70   0.3212
 C.ar    Br 5.80   0.3467
 C.ar    Br 5.90   0.4239
 C.ar   C.2 1.00   6.4999
 C.ar   C.2 1.10   6.4999
 C.ar   C.2 1.20   6.4999
 C.ar   C.2 1.30   6.4999
 C.ar   C.2 1.40   6.4999
 C.ar   C.2 1.50   6.4999
 C.ar   C.2 1.60   6.4999
 C.ar   C.2 1.70   6.4999
 C.ar   C.2 1.80   6.4999
 C.ar   C.2 1.90   6.4999
 C.ar   C.2 2.00   6.4999
 C.ar   C.2 2.10   6.4999
 C.ar   C.2 2.20   6.4999
 C.ar   C.2 2.30   6.4999
 C.ar   C.2 2.40   6.4999
 C.ar   C.2 2.50   6.4999
 C.ar   C.2 2.60   6.4999
 C.ar   C.2 2.70   6.4999
 C.ar   C.2 2.80   6.4999
 C.ar   C.2 2.90   3.8117
 C.ar   C.2 3.00   2.7449
 C.ar   C.2 3.10   1.7737
 C.ar   C.2 3.20   1.0566
 C.ar   C.2 3.30   0.5399
 C.ar   C.2 3.40   0.2363
 C.ar   C.2 3.50   0.0572
 C.ar   C.2 3.60  -0.0275
 C.ar   C.2 3.70  -0.0807
 C.ar   C.2 3.80  -0.1080
 C.ar   C.2 3.90  -0.1333
 C.ar   C.2 4.00  -0.1338
 C.ar   C.2 4.10  -0.1494
 C.ar   C.2 4.20  -0.1711
 C.ar   C.2 4.30  -0.2314
 C.ar   C.2 4.40  -0.2520
 C.ar   C.2 4.50  -0.2348
 C.ar   C.2 4.60  -0.1743
 C.ar   C.2 4.70  -0.1308
 C.ar   C.2 4.80  -0.1185
 C.ar   C.2 4.90  -0.1169
 C.ar   C.2 5.00  -0.1276
 C.ar   C.2 5.10  -0.1180
 C.ar   C.2 5.20  -0.1154
 C.ar   C.2 5.30  -0.1041
 C.ar   C.2 5.40  -0.1144
 C.ar   C.2 5.50  -0.1215
 C.ar   C.2 5.60  -0.1280
 C.ar   C.2 5.70  -0.0909
 C.ar   C.2 5.80  -0.0535
 C.ar   C.2 5.90   0.0157
 C.ar   C.3 1.00   6.0344
 C.ar   C.3 1.10   6.0344
 C.ar   C.3 1.20   6.0344
 C.ar   C.3 1.30   6.0344
 C.ar   C.3 1.40   6.0344
 C.ar   C.3 1.50   6.0344
 C.ar   C.3 1.60   6.0344
 C.ar   C.3 1.70   6.0344
 C.ar   C.3 1.80   6.0344
 C.ar   C.3 1.90   6.0344
 C.ar   C.3 2.00   6.0344
 C.ar   C.3 2.10   6.0344
 C.ar   C.3 2.20   6.0344
 C.ar   C.3 2.30   6.0344
 C.ar   C.3 2.40   5.3832
 C.ar   C.3 2.50   5.2953
 C.ar   C.3 2.60   5.7225
 C.ar   C.3 2.70   5.4635
